"Ano";"Mês";"SEF";"Variavel";"Valor";"Cód índ"
2020;"Março";463;"Patrimônio Cultural";3577,73811504399;5
2020;"Março";463;"Receita Própria";8294,5567480233;6
2020;"Março";463;"Cota Mínima";63468,5852086641;11
2020;"Março";463;"Mineradores";12,2127070980248;12
2020;"Março";463;"Saúde per capita";5179,06838051036;16
2020;"Março";463;"VAF";66982,0511110719;10
2020;"Março";463;"Esportes";0;22
2020;"Março";463;"Turismo";0;28
2020;"Março";463;"Penitenciárias";0;26
2020;"Março";463;"Recursos Hídricos";0;27
2020;"Março";463;"Produção de Alimentos";17285,6198565957;9
2020;"Março";463;"Unidades de Conservação (IC i)";0;30
2020;"Março";463;"Saneamento";0;31
2020;"Março";463;"Mata Seca";4199,19985219926;32
2020;"Março";463;"Meio Ambiente";4203,39905205146;8
2020;"Março";463;"PSF";12154,490042526;15
2020;"Março";463;"ICMS Solidário";43441,1199880805;24
2020;"Março";463;"Índice Mínimo per capita";58341,3408021511;25
2020;"Março";463;"Índice de participação";364974,590998043;17
2020;"Março";463;"Compensações";6159,85;18
2020;"Março";463;"Valor Líquido + Compensações";371134,440998043;19
2020;"Março";464;"População";5632,58398460602;1
2020;"Março";464;"População dos 50 + Populosos";0;2
2020;"Março";464;"Área Geográfica";10715,1910901578;3
2020;"Março";464;"Educação";0;4
2020;"Março";464;"Patrimônio Cultural";0;5
2020;"Março";464;"Receita Própria";11544,0665262106;6
2020;"Março";464;"Cota Mínima";63473,779092836;11
2020;"Março";464;"Mineradores";0;12
2020;"Março";464;"Saúde per capita";11584,8804968496;16
2020;"Março";464;"VAF";81547,5465442977;10
2020;"Março";464;"Esportes";0;22
2020;"Março";464;"Turismo";0;28
2020;"Março";464;"Penitenciárias";0;26
2020;"Março";464;"Recursos Hídricos";837,801993864298;27
2020;"Março";464;"Produção de Alimentos";9215,51613258238;9
2020;"Março";464;"Unidades de Conservação (IC i)";162,144485892537;30
2020;"Março";464;"Saneamento";0;31
2020;"Março";464;"Mata Seca";0;32
2020;"Março";464;"Meio Ambiente";162,128271443948;8
2020;"Março";464;"PSF";3472,99562636924;15
2020;"Março";464;"ICMS Solidário";9670,18020281163;24
2020;"Março";464;"Índice Mínimo per capita";0;25
2020;"Março";464;"Índice de participação";207856,671065333;17
2020;"Março";464;"Compensações";-7,74;18
2020;"Março";464;"Valor Líquido + Compensações";207848,931065333;19
2020;"Março";465;"População";10400,0654678192;1
2020;"Março";465;"População dos 50 + Populosos";0;2
2020;"Março";465;"Área Geográfica";7072,99924267973;3
2020;"Março";465;"Educação";0;4
2020;"Março";465;"Patrimônio Cultural";14806,2327828573;5
2020;"Março";465;"Receita Própria";23273,0081886022;6
2020;"Março";465;"Cota Mínima";63473,7798331466;11
2020;"Março";465;"Mineradores";72,8077491865449;12
2020;"Março";465;"Saúde per capita";16677,4823292033;16
2020;"Março";465;"VAF";901452,379345374;10
2020;"Março";465;"Esportes";0;22
2020;"Março";465;"Turismo";1480,10918925859;28
2020;"Março";465;"Penitenciárias";0;26
2020;"Março";465;"Recursos Hídricos";0;27
2020;"Março";465;"Produção de Alimentos";6867,4797835315;9
2020;"Março";465;"Unidades de Conservação (IC i)";230,493010654597;30
2020;"Março";465;"Saneamento";0;31
2020;"Março";465;"Mata Seca";0;32
2020;"Março";465;"Meio Ambiente";230,469961353531;8
2020;"Março";465;"PSF";5209,49350031349;15
2020;"Março";465;"ICMS Solidário";17855,1278542338;24
2020;"Março";465;"Índice Mínimo per capita";0;25
2020;"Março";465;"Índice de participação";1068871,40898237;17
2020;"Março";465;"Compensações";-8,47;18
2020;"Março";465;"Valor Líquido + Compensações";1068862,93898237;19
2020;"Março";824;"População";7648,42678962539;1
2020;"Março";824;"População dos 50 + Populosos";0;2
2020;"Março";824;"Área Geográfica";14100,2635637916;3
2020;"Março";824;"Educação";43140,5505270878;4
2020;"Março";824;"Patrimônio Cultural";1022,71299693898;5
2020;"Março";824;"Receita Própria";3842,64159203442;6
2020;"Março";824;"Cota Mínima";63499,7607875531;11
2020;"Março";824;"Mineradores";0;12
2020;"Março";824;"Saúde per capita";8108,13560355711;16
2020;"Março";824;"VAF";8335,62679859952;10
2020;"Março";824;"Esportes";0;22
2020;"Março";824;"Turismo";0;28
2020;"Março";824;"Penitenciárias";0;26
2020;"Março";824;"Recursos Hídricos";0;27
2020;"Março";824;"Produção de Alimentos";25772,7267930259;9
2020;"Março";824;"Unidades de Conservação (IC i)";0;30
2020;"Março";824;"Saneamento";0;31
2020;"Março";824;"Mata Seca";32034,5470541244;32
2020;"Março";824;"Meio Ambiente";32066,5816011786;8
2020;"Março";824;"PSF";5211,6258392646;15
2020;"Março";824;"ICMS Solidário";13131,0363992492;24
2020;"Março";824;"Índice Mínimo per capita";0;25
2020;"Março";824;"Índice de participação";225880,117178125;17
2020;"Março";824;"Compensações";-37636,8;18
2020;"Março";824;"Valor Líquido + Compensações";188243,317178125;19
2020;"Março";466;"População";1919,79955507331;1
2020;"Março";466;"População dos 50 + Populosos";0;2
2020;"Março";466;"Área Geográfica";984,113200934606;3
2020;"Março";466;"Educação";0;4
2020;"Março";466;"Patrimônio Cultural";19219,1371392932;5
2020;"Março";466;"Receita Própria";7817,5015760218;6
2020;"Março";466;"Cota Mínima";63473,778293879;11
2020;"Março";466;"Mineradores";0;12
2020;"Março";466;"Saúde per capita";27520,1120937601;16
2020;"Março";466;"VAF";9151,44772263662;10
2020;"Março";466;"Esportes";98,5304949476756;22
2020;"Março";466;"Turismo";0;28
2020;"Março";466;"Penitenciárias";0;26
2020;"Março";466;"Recursos Hídricos";0;27
2020;"Março";466;"Produção de Alimentos";1619,07490945322;9
2020;"Março";466;"Unidades de Conservação (IC i)";0;30
2020;"Março";466;"Saneamento";10113,2175662961;31
2020;"Março";466;"Mata Seca";0;32
2020;"Março";466;"Meio Ambiente";10112,2062445395;8
2020;"Março";466;"PSF";1736,49779132698;15
2020;"Março";466;"ICMS Solidário";3295,96641640401;24
2020;"Março";466;"Índice Mínimo per capita";0;25
2020;"Março";466;"Índice de participação";146948,20344729;17
2020;"Março";466;"Compensações";-6,01;18
2020;"Março";466;"Valor Líquido + Compensações";146942,19344729;19
2020;"Março";467;"População";8306,9943463635;1
2020;"Março";467;"População dos 50 + Populosos";0;2
2020;"Março";467;"Área Geográfica";5313,64109074716;3
2020;"Março";467;"Educação";0;4
2020;"Março";467;"Patrimônio Cultural";8774,69504944016;5
2020;"Março";467;"Receita Própria";9659,08228199749;6
2020;"Março";467;"Cota Mínima";63473,7807886983;11
2020;"Março";467;"Mineradores";2,3202794404559;12
2020;"Março";467;"Saúde per capita";6887,17030088347;16
2020;"Março";467;"VAF";43038,2246657747;10
2020;"Março";467;"Esportes";554,032149104813;22
2020;"Março";467;"Turismo";3453,58816026132;28
2020;"Março";467;"Penitenciárias";0;26
2020;"Março";467;"Recursos Hídricos";0;27
2020;"Março";467;"Produção de Alimentos";6452,96368019371;9
2020;"Março";467;"Unidades de Conservação (IC i)";10076,6430494645;30
2020;"Março";467;"Saneamento";10113,2179637933;31
2020;"Março";467;"Mata Seca";0;32
2020;"Março";467;"Meio Ambiente";20187,8420271565;8
2020;"Março";467;"PSF";5209,49357873864;15
2020;"Março";467;"ICMS Solidário";14261,6838901322;24
2020;"Março";467;"Índice Mínimo per capita";0;25
2020;"Março";467;"Índice de participação";195575,536966899;17
2020;"Março";467;"Compensações";-12,93;18
2020;"Março";467;"Valor Líquido + Compensações";195562,6069669;19
2020;"Março";750;"População";6914,20095150431;1
2020;"Março";750;"População dos 50 + Populosos";0;2
2020;"Março";750;"Área Geográfica";7271,94496332804;3
2020;"Março";750;"Educação";33261,5674437326;4
2020;"Março";750;"Patrimônio Cultural";1022,24396723683;5
2020;"Março";750;"Receita Própria";6023,18975075126;6
2020;"Março";750;"Cota Mínima";63470,6389576968;11
2020;"Março";750;"Mineradores";0;12
2020;"Março";750;"Saúde per capita";9270,14746895171;16
2020;"Março";750;"VAF";20914,7569761776;10
2020;"Março";750;"Esportes";0;22
2020;"Março";750;"Turismo";0;28
2020;"Março";750;"Penitenciárias";0;26
2020;"Março";750;"Recursos Hídricos";0;27
2020;"Março";750;"Produção de Alimentos";15178,0281528051;9
2020;"Março";750;"Unidades de Conservação (IC i)";0;30
2020;"Março";750;"Saneamento";0;31
2020;"Março";750;"Mata Seca";0;32
2020;"Março";750;"Meio Ambiente";0;8
2020;"Março";750;"PSF";5209,23571874945;15
2020;"Março";750;"ICMS Solidário";11870,4966214854;24
2020;"Março";750;"Índice Mínimo per capita";0;25
2020;"Março";750;"Índice de participação";180406,430505252;17
2020;"Março";750;"Compensações";1834,77;18
2020;"Março";750;"Valor Líquido + Compensações";182241,200505252;19
2020;"Março";469;"População";19679,8272397824;1
2020;"Março";469;"População dos 50 + Populosos";0;2
2020;"Março";469;"Área Geográfica";9273,93550171923;3
2020;"Março";469;"Educação";33657,384302307;4
2020;"Março";469;"Patrimônio Cultural";6729,99775937165;5
2020;"Março";469;"Receita Própria";17316,3078801455;6
2020;"Março";469;"Cota Mínima";63472,7607694466;11
2020;"Março";469;"Mineradores";53,2375969094926;12
2020;"Março";469;"Saúde per capita";10752,0360225749;16
2020;"Março";469;"VAF";344908,548517628;10
2020;"Março";469;"Esportes";0;22
2020;"Março";469;"Turismo";0;28
2020;"Março";469;"Penitenciárias";0;26
2020;"Março";469;"Recursos Hídricos";0;27
2020;"Março";469;"Produção de Alimentos";7147,19197249814;9
2020;"Março";469;"Unidades de Conservação (IC i)";0;30
2020;"Março";469;"Saneamento";10113,0554450826;31
2020;"Março";469;"Mata Seca";0;32
2020;"Março";469;"Meio Ambiente";10112,0441395381;8
2020;"Março";469;"PSF";5209,4098625384;15
2020;"Março";469;"ICMS Solidário";33786,8864963242;24
2020;"Março";469;"Índice Mínimo per capita";0;25
2020;"Março";469;"Índice de participação";562099,580342567;17
2020;"Março";469;"Compensações";1865,64;18
2020;"Março";469;"Valor Líquido + Compensações";563965,220342567;19
2020;"Março";470;"População";116968,323058735;1
2020;"Março";470;"População dos 50 + Populosos";163222,220007377;2
2020;"Março";470;"Área Geográfica";138056,09110309;3
2020;"Março";470;"Educação";23319,4514457421;4
2020;"Março";470;"Patrimônio Cultural";30991,4056117263;5
2020;"Março";470;"Receita Própria";58686,4189995796;6
2020;"Março";470;"Cota Mínima";63473,735351638;11
2020;"Março";470;"Mineradores";1559,37629965867;12
2020;"Março";470;"Saúde per capita";15370,3718057536;16
2020;"Março";470;"VAF";8203937,43226623;10
2020;"Março";470;"Esportes";0;22
2020;"Março";470;"Turismo";0;28
2020;"Março";470;"Penitenciárias";6120,92185138932;26
2020;"Março";470;"Recursos Hídricos";0;27
2020;"Março";470;"Produção de Alimentos";91483,1513931783;9
2020;"Março";470;"Unidades de Conservação (IC i)";2434,31873193435;30
2020;"Março";470;"Saneamento";20226,4214486982;31
2020;"Março";470;"Mata Seca";0;32
2020;"Março";470;"Meio Ambiente";22658,4741066145;8
2020;"Março";470;"PSF";29520,4424809287;15
2020;"Março";470;"ICMS Solidário";0;24
2020;"Março";470;"Índice Mínimo per capita";0;25
2020;"Março";470;"Índice de participação";8965367,77685968;17
2020;"Março";470;"Compensações";1260,45;18
2020;"Março";470;"Valor Líquido + Compensações";8966628,22685968;19
2020;"Março";471;"População";117984,688327158;1
2020;"Março";471;"População dos 50 + Populosos";164640,496264678;2
2020;"Março";471;"Área Geográfica";9119,08201563233;3
2020;"Março";471;"Educação";29413,5226163207;4
2020;"Março";471;"Patrimônio Cultural";27397,0292651739;5
2020;"Março";471;"Receita Própria";71711,0762314444;6
2020;"Março";471;"Cota Mínima";63472,7030710845;11
2020;"Março";471;"Mineradores";256,201949189235;12
2020;"Março";471;"Saúde per capita";10189,0145061806;16
2020;"Março";471;"VAF";3191641,85307378;10
2020;"Março";471;"Esportes";6930,93757110474;22
2020;"Março";471;"Turismo";3453,52952198982;28
2020;"Março";471;"Penitenciárias";12122,101585702;26
2020;"Março";471;"Recursos Hídricos";0;27
2020;"Março";471;"Produção de Alimentos";6137,232947712;9
2020;"Março";471;"Unidades de Conservação (IC i)";0;30
2020;"Março";471;"Saneamento";20226,0925041133;31
2020;"Março";471;"Mata Seca";0;32
2020;"Março";471;"Meio Ambiente";20224,0698948629;8
2020;"Março";471;"PSF";45148,1777677812;15
2020;"Março";471;"ICMS Solidário";202559,464788165;24
2020;"Março";471;"Índice Mínimo per capita";0;25
2020;"Março";471;"Índice de participação";3982401,14514009;17
2020;"Março";471;"Compensações";13966,84;18
2020;"Março";471;"Valor Líquido + Compensações";3996367,98514009;19
2020;"Março";472;"População";27011,2965923329;1
2020;"Março";472;"População dos 50 + Populosos";0;2
2020;"Março";472;"Área Geográfica";7140,87925575514;3
2020;"Março";472;"Educação";28223,0572127183;4
2020;"Março";472;"Patrimônio Cultural";28879,5579767355;5
2020;"Março";472;"Receita Própria";30306,630068123;6
2020;"Março";472;"Cota Mínima";63473,2014467521;11
2020;"Março";472;"Mineradores";0,134864396259435;12
2020;"Março";472;"Saúde per capita";11987,6828086254;16
2020;"Março";472;"VAF";551543,926600774;10
2020;"Março";472;"Esportes";1938,2872034071;22
2020;"Março";472;"Turismo";0;28
2020;"Março";472;"Penitenciárias";0;26
2020;"Março";472;"Recursos Hídricos";1786,30087919749;27
2020;"Março";472;"Produção de Alimentos";13501,7469279106;9
2020;"Março";472;"Unidades de Conservação (IC i)";757,558892645817;30
2020;"Março";472;"Saneamento";10113,1256577844;31
2020;"Março";472;"Mata Seca";0;32
2020;"Março";472;"Meio Ambiente";10869,5974819751;8
2020;"Março";472;"PSF";8682,41005052684;15
2020;"Março";472;"ICMS Solidário";46373,761363049;24
2020;"Março";472;"Índice Mínimo per capita";0;25
2020;"Março";472;"Índice de participação";831718,477407283;17
2020;"Março";472;"Compensações";1553,27;18
2020;"Março";472;"Valor Líquido + Compensações";833271,747407283;19
2020;"Março";473;"População";26471,3772386779;1
2020;"Março";473;"População dos 50 + Populosos";0;2
2020;"Março";473;"Área Geográfica";5547,28382967487;3
2020;"Março";473;"Educação";30880,3566042121;4
2020;"Março";473;"Patrimônio Cultural";16070,3118788164;5
2020;"Março";473;"Receita Própria";31621,1753906797;6
2020;"Março";473;"Cota Mínima";63473,1537960302;11
2020;"Março";473;"Mineradores";4,93878954805936;12
2020;"Março";473;"Saúde per capita";8092,90686003112;16
2020;"Março";473;"VAF";576927,537070475;10
2020;"Março";473;"Esportes";0;22
2020;"Março";473;"Turismo";3946,91890947463;28
2020;"Março";473;"Penitenciárias";0;26
2020;"Março";473;"Recursos Hídricos";0;27
2020;"Março";473;"Produção de Alimentos";6251,81661541138;9
2020;"Março";473;"Unidades de Conservação (IC i)";7429,44969209818;30
2020;"Março";473;"Saneamento";10113,1180656395;31
2020;"Março";473;"Mata Seca";0;32
2020;"Março";473;"Meio Ambiente";17540,8135009619;8
2020;"Março";473;"PSF";8682,40353245153;15
2020;"Março";473;"ICMS Solidário";45446,8124779371;24
2020;"Março";473;"Índice Mínimo per capita";0;25
2020;"Março";473;"Índice de participação";840957,8291661;17
2020;"Março";473;"Compensações";1706,92;18
2020;"Março";473;"Valor Líquido + Compensações";842664,7491661;19
2020;"Março";474;"População";30811,8174496696;1
2020;"Março";474;"População dos 50 + Populosos";0;2
2020;"Março";474;"Área Geográfica";10469,4460208993;3
2020;"Março";474;"Educação";36790,6064526204;4
2020;"Março";474;"Patrimônio Cultural";9030,15099182641;5
2020;"Março";474;"Receita Própria";35825,4400953743;6
2020;"Março";474;"Cota Mínima";63472,9534763012;11
2020;"Março";474;"Mineradores";25,9105978546839;12
2020;"Março";474;"Saúde per capita";8039,29995031684;16
2020;"Março";474;"VAF";497418,813658896;10
2020;"Março";474;"Esportes";0;22
2020;"Março";474;"Turismo";0;28
2020;"Março";474;"Penitenciárias";40,5789856248721;26
2020;"Março";474;"Recursos Hídricos";0;27
2020;"Março";474;"Produção de Alimentos";7142,394500628;9
2020;"Março";474;"Unidades de Conservação (IC i)";235,441918439241;30
2020;"Março";474;"Saneamento";0;31
2020;"Março";474;"Mata Seca";0;32
2020;"Março";474;"Meio Ambiente";235,418374247397;8
2020;"Março";474;"PSF";6945,9009047978;15
2020;"Março";474;"ICMS Solidário";52898,6035412452;24
2020;"Março";474;"Índice Mínimo per capita";0;25
2020;"Março";474;"Índice de participação";759147,342599186;17
2020;"Março";474;"Compensações";2037,37;18
2020;"Março";474;"Valor Líquido + Compensações";761184,712599186;19
2020;"Março";475;"População";2070,47060426788;1
2020;"Março";475;"População dos 50 + Populosos";0;2
2020;"Março";475;"Área Geográfica";1585,55303774753;3
2020;"Março";475;"Educação";0;4
2020;"Março";475;"Patrimônio Cultural";0;5
2020;"Março";475;"Receita Própria";9870,98685401134;6
2020;"Março";475;"Cota Mínima";63473,7800504675;11
2020;"Março";475;"Mineradores";0;12
2020;"Março";475;"Saúde per capita";38384,8583900324;16
2020;"Março";475;"VAF";8299,78791986912;10
2020;"Março";475;"Esportes";0;22
2020;"Março";475;"Turismo";0;28
2020;"Março";475;"Penitenciárias";0;26
2020;"Março";475;"Recursos Hídricos";0;27
2020;"Março";475;"Produção de Alimentos";3103,08314517469;9
2020;"Março";475;"Unidades de Conservação (IC i)";0;30
2020;"Março";475;"Saneamento";0;31
2020;"Março";475;"Mata Seca";0;32
2020;"Março";475;"Meio Ambiente";0;8
2020;"Março";475;"PSF";1736,49783938323;15
2020;"Março";475;"ICMS Solidário";3554,64275412756;24
2020;"Março";475;"Índice Mínimo per capita";0;25
2020;"Março";475;"Índice de participação";132079,616833822;17
2020;"Março";475;"Compensações";-4,01;18
2020;"Março";475;"Valor Líquido + Compensações";132075,606833822;19
2020;"Março";476;"População";20525,123397673;1
2020;"Março";476;"População dos 50 + Populosos";0;2
2020;"Março";476;"Área Geográfica";4621,77746211583;3
2020;"Março";476;"Educação";0;4
2020;"Março";476;"Patrimônio Cultural";21301,6782673075;5
2020;"Março";476;"Receita Própria";42590,156910526;6
2020;"Março";476;"Cota Mínima";63485,3286924163;11
2020;"Março";476;"Mineradores";99,4593421385157;12
2020;"Março";476;"Saúde per capita";11324,1589102965;16
2020;"Março";476;"VAF";321056,855047052;10
2020;"Março";476;"Esportes";0;22
2020;"Março";476;"Turismo";3947,67597487777;28
2020;"Março";476;"Penitenciárias";0;26
2020;"Março";476;"Recursos Hídricos";0;27
2020;"Março";476;"Produção de Alimentos";4610,93244108472;9
2020;"Março";476;"Unidades de Conservação (IC i)";512,560532988335;30
2020;"Março";476;"Saneamento";10115,0578804624;31
2020;"Março";476;"Mata Seca";0;32
2020;"Março";476;"Meio Ambiente";10626,5556516094;8
2020;"Março";476;"PSF";10420,882703308;15
2020;"Março";476;"ICMS Solidário";35238,1149545036;24
2020;"Março";476;"Índice Mínimo per capita";0;25
2020;"Março";476;"Índice de participação";549848,736899588;17
2020;"Março";476;"Compensações";-40696,92;18
2020;"Março";476;"Valor Líquido + Compensações";509151,816899588;19
2020;"Março";477;"População";10152,7518991077;1
2020;"Março";477;"População dos 50 + Populosos";0;2
2020;"Março";477;"Área Geográfica";7217,91561400308;3
2020;"Março";477;"Educação";27874,9191649766;4
2020;"Março";477;"Patrimônio Cultural";5766,05314656862;5
2020;"Março";477;"Receita Própria";18431,6733189266;6
2020;"Março";477;"Cota Mínima";63489,7209112435;11
2020;"Março";477;"Mineradores";0,034463374869185;12
2020;"Março";477;"Saúde per capita";9329,91029325633;16
2020;"Março";477;"VAF";294093,99776158;10
2020;"Março";477;"Esportes";0;22
2020;"Março";477;"Turismo";0;28
2020;"Março";477;"Penitenciárias";0;26
2020;"Março";477;"Recursos Hídricos";0;27
2020;"Março";477;"Produção de Alimentos";5166,24630594701;9
2020;"Março";477;"Unidades de Conservação (IC i)";0;30
2020;"Março";477;"Saneamento";0;31
2020;"Março";477;"Mata Seca";0;32
2020;"Março";477;"Meio Ambiente";0;8
2020;"Março";477;"PSF";6947,73577989275;15
2020;"Março";477;"ICMS Solidário";17430,5328934527;24
2020;"Março";477;"Índice Mínimo per capita";0;25
2020;"Março";477;"Índice de participação";465901,502845831;17
2020;"Março";477;"Compensações";-47592,95;18
2020;"Março";477;"Valor Líquido + Compensações";418308,552845831;19
2020;"Março";478;"População";2564,15729202061;1
2020;"Março";478;"População dos 50 + Populosos";0;2
2020;"Março";478;"Área Geográfica";4148,78294076431;3
2020;"Março";478;"Educação";0;4
2020;"Março";478;"Patrimônio Cultural";13816,8830467943;5
2020;"Março";478;"Receita Própria";7145,20249365149;6
2020;"Março";478;"Cota Mínima";63573,0995005807;11
2020;"Março";478;"Mineradores";0;12
2020;"Março";478;"Saúde per capita";29497,0177077954;16
2020;"Março";478;"VAF";21357,1455640885;10
2020;"Março";478;"Esportes";0;22
2020;"Março";478;"Turismo";0;28
2020;"Março";478;"Penitenciárias";0;26
2020;"Março";478;"Recursos Hídricos";0;27
2020;"Março";478;"Produção de Alimentos";1905,33920612564;9
2020;"Março";478;"Unidades de Conservação (IC i)";379,109415887239;30
2020;"Março";478;"Saneamento";10129,0423210109;31
2020;"Março";478;"Mata Seca";0;32
2020;"Março";478;"Meio Ambiente";10507,1009217244;8
2020;"Março";478;"PSF";1739,21499299207;15
2020;"Março";478;"ICMS Solidário";4402,21808497849;24
2020;"Março";478;"Índice Mínimo per capita";0;25
2020;"Março";478;"Índice de participação";160656,130059784;17
2020;"Março";478;"Compensações";-35193,37;18
2020;"Março";478;"Valor Líquido + Compensações";125462,760059784;19
2020;"Março";479;"População";143989,648546822;1
2020;"Março";479;"População dos 50 + Populosos";200928,845342964;2
2020;"Março";479;"Área Geográfica";22438,9358390963;3
2020;"Março";479;"Educação";30410,4721527682;4
2020;"Março";479;"Patrimônio Cultural";13829,340509316;5
2020;"Março";479;"Receita Própria";78491,6095812835;6
2020;"Março";479;"Cota Mínima";63473,6282164148;11
2020;"Março";479;"Mineradores";0,985402688608553;12
2020;"Março";479;"Saúde per capita";7260,47778097364;16
2020;"Março";479;"VAF";2523620,70822839;10
2020;"Março";479;"Esportes";0;22
2020;"Março";479;"Turismo";0;28
2020;"Março";479;"Penitenciárias";6715,34514199869;26
2020;"Março";479;"Recursos Hídricos";6914,5215844414;27
2020;"Março";479;"Produção de Alimentos";21842,6721048371;9
2020;"Março";479;"Unidades de Conservação (IC i)";195,182967263027;30
2020;"Março";479;"Saneamento";10113,1936545945;31
2020;"Março";479;"Mata Seca";0;32
2020;"Março";479;"Meio Ambiente";10307,3457841953;8
2020;"Março";479;"PSF";39939,3547676473;15
2020;"Março";479;"ICMS Solidário";247205,519277256;24
2020;"Março";479;"Índice Mínimo per capita";0;25
2020;"Março";479;"Índice de participação";3417369,43628292;17
2020;"Março";479;"Compensações";1675,74;18
2020;"Março";479;"Valor Líquido + Compensações";3419045,17628292;19
2020;"Março";825;"População";7497,99277955114;1
2020;"Março";825;"População dos 50 + Populosos";0;2
2020;"Março";825;"Área Geográfica";7437,99557124222;3
2020;"Março";825;"Educação";33161,8210204807;4
2020;"Março";825;"Patrimônio Cultural";0;5
2020;"Março";825;"Receita Própria";4845,14552021165;6
2020;"Março";825;"Cota Mínima";63470,3901800117;11
2020;"Março";825;"Mineradores";0;12
2020;"Março";825;"Saúde per capita";6965,93102216704;16
2020;"Março";825;"VAF";10899,7881703856;10
2020;"Março";825;"Esportes";0;22
2020;"Março";825;"Turismo";0;28
2020;"Março";825;"Penitenciárias";0;26
2020;"Março";825;"Recursos Hídricos";0;27
2020;"Março";825;"Produção de Alimentos";13197,6010843463;9
2020;"Março";825;"Unidades de Conservação (IC i)";0;30
2020;"Março";825;"Saneamento";0;31
2020;"Março";825;"Mata Seca";1174,81271465162;32
2020;"Março";825;"Meio Ambiente";1175,98752736627;8
2020;"Março";825;"PSF";5209,21530077943;15
2020;"Março";825;"ICMS Solidário";12872,7670170215;24
2020;"Março";825;"Índice Mínimo per capita";0;25
2020;"Março";825;"Índice de participação";166734,62301883;17
2020;"Março";825;"Compensações";1827,07;18
2020;"Março";825;"Valor Líquido + Compensações";168561,69301883;19
2020;"Março";480;"População";191462,655895658;1
2020;"Março";480;"População dos 50 + Populosos";267174,555696633;2
2020;"Março";480;"Área Geográfica";53475,7998464695;3
2020;"Março";480;"Educação";0;4
2020;"Março";480;"Patrimônio Cultural";26027,5624672504;5
2020;"Março";480;"Receita Própria";68915,2133632818;6
2020;"Março";480;"Cota Mínima";63473,7796621198;11
2020;"Março";480;"Mineradores";17,4547619976774;12
2020;"Março";480;"Saúde per capita";10577,157849488;16
2020;"Março";480;"VAF";5502811,10279949;10
2020;"Março";480;"Esportes";0;22
2020;"Março";480;"Turismo";2960,21837054104;28
2020;"Março";480;"Penitenciárias";5947,6406329276;26
2020;"Março";480;"Recursos Hídricos";0;27
2020;"Março";480;"Produção de Alimentos";47054,7057554268;9
2020;"Março";480;"Unidades de Conservação (IC i)";321,225198030578;30
2020;"Março";480;"Saneamento";0;31
2020;"Março";480;"Mata Seca";0;32
2020;"Março";480;"Meio Ambiente";321,193075510775;8
2020;"Março";480;"PSF";69459,9131503571;15
2020;"Março";480;"ICMS Solidário";328708,526970935;24
2020;"Março";480;"Índice Mínimo per capita";0;25
2020;"Março";480;"Índice de participação";6638387,48322949;17
2020;"Março";480;"Compensações";-66,66;18
2020;"Março";480;"Valor Líquido + Compensações";6638320,82322949;19
2020;"Março";481;"População";113953,592385375;1
2020;"Março";481;"População dos 50 + Populosos";159015,345698483;2
2020;"Março";481;"Área Geográfica";48232,7302658756;3
2020;"Março";481;"Educação";23193,9036839581;4
2020;"Março";481;"Patrimônio Cultural";11483,7616636165;5
2020;"Março";481;"Receita Própria";51923,1294983;6
2020;"Março";481;"Cota Mínima";63473,7034440166;11
2020;"Março";481;"Mineradores";100,059344840066;12
2020;"Março";481;"Saúde per capita";9274,34381248566;16
2020;"Março";481;"VAF";4344135,31246828;10
2020;"Março";481;"Esportes";2325,9630395345;22
2020;"Março";481;"Turismo";0;28
2020;"Março";481;"Penitenciárias";17610,3911058125;26
2020;"Março";481;"Recursos Hídricos";20020,06918199;27
2020;"Março";481;"Produção de Alimentos";73637,8314360053;9
2020;"Março";481;"Unidades de Conservação (IC i)";109,41211472665;30
2020;"Março";481;"Saneamento";10113,2056405377;31
2020;"Março";481;"Mata Seca";0;32
2020;"Março";481;"Meio Ambiente";10221,5954934888;8
2020;"Março";481;"PSF";32993,419128504;15
2020;"Março";481;"ICMS Solidário";195638,764754503;24
2020;"Março";481;"Índice Mínimo per capita";0;25
2020;"Março";481;"Índice de participação";5177233,89596318;17
2020;"Março";481;"Compensações";1248,76;18
2020;"Março";481;"Valor Líquido + Compensações";5178482,65596318;19
2020;"Março";482;"População";7136,57494464433;1
2020;"Março";482;"População dos 50 + Populosos";0;2
2020;"Março";482;"Área Geográfica";1824,56591768445;3
2020;"Março";482;"Educação";22654,496076201;4
2020;"Março";482;"Patrimônio Cultural";7729,4575594333;5
2020;"Março";482;"Receita Própria";9954,44764488432;6
2020;"Março";482;"Cota Mínima";63471,930989487;11
2020;"Março";482;"Mineradores";10,3410374126002;12
2020;"Março";482;"Saúde per capita";9998,38163943687;16
2020;"Março";482;"VAF";57297,420835442;10
2020;"Março";482;"Esportes";193,824840733248;22
2020;"Março";482;"Turismo";0;28
2020;"Março";482;"Penitenciárias";0;26
2020;"Março";482;"Recursos Hídricos";0;27
2020;"Março";482;"Produção de Alimentos";912,339216213383;9
2020;"Março";482;"Unidades de Conservação (IC i)";0;30
2020;"Março";482;"Saneamento";10112,9232370198;31
2020;"Março";482;"Mata Seca";0;32
2020;"Março";482;"Meio Ambiente";10111,9119446961;8
2020;"Março";482;"PSF";5209,34175987747;15
2020;"Março";482;"ICMS Solidário";12252,2746104084;24
2020;"Março";482;"Índice Mínimo per capita";0;25
